run_id,sample_id,source_type,POTEE,H2AC20,TCEAL4,H2AC18,H2BC11,IGIP,H3C2,H1-3,H1-4,H3C10,H2BC12,H4C3,H3C3,H2BC9,H3C11,H4C5,H1-5,H2BC17,H3C7,H2AC8,H4C4,H2AC12,H4C2,H2AC11,H4C11,H2AC19,H4C1,H2BC4,H2AC4,H2AC13,ALDH2,HDAC11,ETNPPL,SCD,LHPP,SLC25A48,SLC22A6,PAQR6,HPSE2,SLCO1A2,FBXO2,GABRG1,MTURN,GJC1,COL4A1,NTSR2,PLEKHB1,CHST1,PTGDS,DAAM2,CD93,AURKA,CDCA2,CCNB1,PRR18,MAP7,GPRC5B,KIF6,HSPG2,CYP46A1,PPP1R1A,PARPBP,EFHD1,CBX7,NOX4,NRG3,KIF20A,SEPTIN4,PMM2,COL4A2,ZNF124,FAM171A1,RASL10A,ADARB2,CNTNAP4,STUM,ANGPT2,ALDOC
wsi_20260611T101054Z_ec7c9b,wsi_20260611T101054Z_ec7c9b,wsi_image_embedding,0.2647219288623003,4.166508772673209,6.336248141171289,0.9726324929983704,3.259176239624879,4.901314683699912,3.727417099588042,3.246457679406024,4.022844807601306,3.333220768169597,5.074107531940577,4.1609841497377404,3.4390134256787954,2.2035787193882093,2.90084257157854,3.7978851939163536,3.5134229842234905,3.477930235956768,3.304944370954222,4.295776898301494,3.8833193461259103,3.127589012197432,3.568243469489059,3.0069396171752074,2.9553670124145524,1.5458888699594209,3.292746283641691,4.09567081603089,2.949153310180641,3.0392780329421187,4.98816867441947,4.313782340702211,4.905908768336996,8.475259116395105,4.075945912774992,1.4155517555389867,1.066476684369291,5.815065478470608,1.893248639476656,2.526335387458234,3.4512130114402524,2.210868920157052,6.857721673481899,2.859499262213045,4.445765009990892,3.359877361411094,7.212208046888564,3.734863746891632,2.738882594461874,4.475305263950678,4.091358484534744,2.9781478839529205,1.9544998566233411,4.552625962492443,2.2119259933891446,3.2055535237280224,7.224283317424656,1.0841408759500206,3.754147925884848,2.191605748260662,2.521466862446415,1.2286553326118477,5.463370933268404,3.688660692134536,1.1982028290636144,2.659128490786132,2.840372227173513,3.812526818066888,1.4811639864672166,4.220660971799446,2.982676080897467,5.366442794703447,3.5281996488363943,2.047869650406953,0.5332800253714927,3.4738769309981707,3.264017527527346,8.706740814547304
